CN2017,,SITC Rev 4
8102 96 00,ex,699.92
8102 97 00,ex,689.12
8102 99 00,ex,699.92
8103 20 00,ex,689.13
8103 30 00,ex,689.13
8103 90 10,ex,699.93
8103 90 90,ex,699.93
8104 11 00,ex,689.15
8104 19 00,ex,689.15
8104 20 00,-,689.14
8104 30 00,ex,699.94
8104 90 00,ex,699.94
8105 20 00,ex,689.81
8105 30 00,ex,689.81
8105 90 00,-,699.81
8106 00 10,ex,689.92
8106 00 90,ex,689.92
8107 20 00,ex,689.82
8107 30 00,ex,689.82
8107 90 00,-,699.83
8108 20 00,ex,689.83
8108 30 00,ex,689.83
8108 90 30,ex,699.85
8108 90 50,ex,699.85
8108 90 60,ex,699.85
8108 90 90,ex,699.85
8109 20 00,ex,689.84
8109 30 00,ex,689.84
8109 90 00,-,699.87
8110 10 00,ex,689.93
8110 20 00,ex,689.93
8110 90 00,ex,689.93
8111 00 11,ex,689.94
8111 00 19,ex,689.94
8111 00 90,ex,689.94
8112 12 00,ex,689.91
8112 13 00,ex,689.91
8112 19 00,-,699.95
8112 21 10,ex,689.95
8112 21 90,ex,689.95
8112 22 00,ex,689.95
8112 29 00,ex,689.95
8112 51 00,ex,689.98
8112 52 00,ex,689.98
8112 59 00,ex,699.99
8112 92 10,ex,689.98
8112 92 21,ex,689.98
8112 92 31,ex,689.98
8112 92 81,ex,689.98
8112 92 89,ex,689.98
8112 92 91,ex,689.98
8112 92 95,ex,689.98
8112 99 20,ex,699.99
8112 99 30,ex,699.99
8112 99 70,ex,699.99
8113 00 20,ex,689.99
8113 00 40,ex,689.99
8113 00 90,ex,689.99
8201 10 00,ex,695.10
8201 30 00,ex,695.10
8201 40 00,ex,695.10
8201 50 00,ex,695.10
8201 60 00,ex,695.10
8201 90 00,ex,695.10
8202 10 00,-,695.21
8202 20 00,-,695.51
8202 31 00,-,695.52
8202 39 00,-,695.53
8202 40 00,-,695.54
8202 91 00,-,695.55
8202 99 20,ex,695.59
8202 99 80,ex,695.59
8203 10 00,-,695.22
8203 20 00,ex,695.23
8203 30 00,ex,695.23
8203 40 00,ex,695.23
8204 11 00,ex,695.30
8204 12 00,ex,695.30
8204 20 00,ex,695.30
8205 10 00,-,695.41
8205 20 00,-,695.42
8205 30 00,-,695.43
8205 40 00,-,695.44
8205 51 00,-,695.45
8205 59 10,ex,695.46
8205 59 80,ex,695.46
8205 60 00,ex,695.46
8205 70 00,-,695.47
8205 90 10,-,695.48
8205 90 90,-,695.49
8206 00 00,-,695.70
8207 13 00,ex,695.63
8207 19 10,ex,695.63
8207 19 90,ex,695.63
8207 20 10,ex,695.64
8207 20 90,ex,695.64
8207 30 10,ex,695.64
8207 30 90,ex,695.64
8207 40 10,ex,695.64
8207 40 30,ex,695.64
8207 40 90,ex,695.64
8207 50 10,ex,695.64
8207 50 30,ex,695.64
8207 50 50,ex,695.64
8207 50 60,ex,695.64
8207 50 70,ex,695.64
8207 50 90,ex,695.64
8207 60 10,ex,695.64
8207 60 30,ex,695.64
8207 60 50,ex,695.64
8207 60 70,ex,695.64
8207 60 90,ex,695.64
8207 70 10,ex,695.64
8207 70 31,ex,695.64
8207 70 37,ex,695.64
8207 70 90,ex,695.64
8207 80 11,ex,695.64
8207 80 19,ex,695.64
8207 80 90,ex,695.64
8207 90 10,ex,695.64
8207 90 30,ex,695.64
8207 90 50,ex,695.64
8207 90 71,ex,695.64
8207 90 78,ex,695.64
8207 90 91,ex,695.64
8207 90 99,ex,695.64
8208 10 00,ex,695.61
8208 20 00,ex,695.61
8208 30 00,ex,695.61
8208 40 00,ex,695.61
8208 90 00,ex,695.61
8209 00 20,ex,695.62
8209 00 80,ex,695.62
8210 00 00,-,697.81
8211 10 00,ex,696.80
8211 91 00,ex,696.80
8211 92 00,ex,696.80
8211 93 00,ex,696.80
8211 94 00,ex,696.80
8211 95 00,ex,696.80
8212 10 10,ex,696.31
8212 10 90,ex,696.31
8212 20 00,-,696.35
8212 90 00,-,696.38
8213 00 00,-,696.40
8214 10 00,-,696.51
8214 20 00,-,696.55
8214 90 00,-,696.59
8215 10 20,ex,696.61
8215 10 30,ex,696.61
8215 10 80,ex,696.61
8215 20 10,ex,696.62
8215 20 90,ex,696.62
8215 91 00,-,696.63
8215 99 10,ex,696.69
8215 99 90,ex,696.69
8301 10 00,ex,699.11
8301 20 00,ex,699.11
8301 30 00,ex,699.11
8301 40 11,ex,699.11
8301 40 19,ex,699.11
8301 40 90,ex,699.11
8301 50 00,ex,699.11
8301 60 00,ex,699.11
8301 70 00,ex,699.11
8302 10 00,-,699.13
8302 20 00,-,699.14
8302 30 00,-,699.15
8302 41 10,ex,699.16
8302 41 50,ex,699.16
8302 41 90,ex,699.16
8302 42 00,-,699.17
8302 49 00,ex,699.19
8302 50 00,ex,699.19
8302 60 00,ex,699.19
8303 00 40,ex,699.12
8303 00 90,ex,699.12
8304 00 00,-,895.11
8305 10 00,ex,895.12
8305 20 00,ex,895.12
8305 90 00,ex,895.12
8306 10 00,-,699.52
8306 21 00,ex,697.82
8306 29 00,ex,697.82
8306 30 00,ex,697.82
8307 10 00,ex,699.51
8307 90 00,ex,699.51
8308 10 00,ex,699.33
8308 20 00,ex,699.33
8308 90 00,ex,699.33
8309 10 00,ex,699.53
8309 90 10,ex,699.53
8309 90 90,ex,699.53
8310 00 00,-,699.54
8311 10 00,ex,699.55
8311 20 00,ex,699.55
8311 30 00,ex,699.55
8311 90 00,ex,699.55
8401 10 00,-,718.71
8401 20 00,-,728.47
8401 30 00,-,718.77
8401 40 00,-,718.78
8402 11 00,ex,711.11
8402 12 00,ex,711.11
8402 19 10,ex,711.11
8402 19 90,ex,711.11
8402 20 00,-,711.12
8402 90 00,-,711.91
8403 10 10,ex,812.17
8403 10 90,ex,812.17
8403 90 10,ex,812.19
8403 90 90,ex,812.19
8404 10 00,-,711.21
8404 20 00,-,711.22
8404 90 00,-,711.92
8405 10 00,-,741.71
8405 90 00,-,741.72
8406 10 00,-,712.11
8406 81 00,ex,712.19
8406 82 00,ex,712.19
8406 90 10,ex,712.80
8406 90 90,ex,712.80
8407 10 00,-,713.11
8407 21 10,ex,713.31
8407 21 91,ex,713.31
8407 21 99,ex,713.31
8407 29 00,-,713.32
8407 31 00,ex,713.21
8407 32 10,ex,713.21
8407 32 90,ex,713.21
8407 33 20,ex,713.21
8407 33 80,ex,713.21
8407 34 10,ex,713.22
8407 34 30,ex,713.22
8407 34 91,ex,713.22
8407 34 99,ex,713.22
8407 90 10,ex,713.81
8407 90 50,ex,713.81
8407 90 80,ex,713.81
8407 90 90,ex,713.81
8408 10 11,ex,713.33
8408 10 19,ex,713.33
8408 10 23,ex,713.33
8408 10 27,ex,713.33
8408 10 31,ex,713.33
8408 10 39,ex,713.33
8408 10 41,ex,713.33
8408 10 49,ex,713.33
8408 10 51,ex,713.33
8408 10 59,ex,713.33
8408 10 61,ex,713.33
8408 10 69,ex,713.33
8408 10 71,ex,713.33
8408 10 79,ex,713.33
8408 10 81,ex,713.33
8408 10 89,ex,713.33
8408 10 91,ex,713.33
8408 10 99,ex,713.33
8408 20 10,ex,713.23
8408 20 31,ex,713.23
8408 20 35,ex,713.23
8408 20 37,ex,713.23
8408 20 51,ex,713.23
8408 20 55,ex,713.23
8408 20 57,ex,713.23
8408 20 99,ex,713.23
8408 90 21,ex,713.82
8408 90 27,ex,713.82
8408 90 41,ex,713.82
8408 90 43,ex,713.82
8408 90 45,ex,713.82
8408 90 47,ex,713.82
8408 90 61,ex,713.82
8408 90 65,ex,713.82
8408 90 67,ex,713.82
8408 90 81,ex,713.82
8408 90 85,ex,713.82
8408 90 89,ex,713.82
8409 10 00,-,713.19
8409 91 00,-,713.91
8409 99 00,-,713.92
8410 11 00,ex,718.11
8410 12 00,ex,718.11
8410 13 00,ex,718.11
8410 90 00,-,718.19
8411 11 00,ex,714.41
8411 12 10,ex,714.41
8411 12 30,ex,714.41
8411 12 80,ex,714.41
8411 21 00,ex,714.81
8411 22 20,ex,714.81
8411 22 80,ex,714.81
8411 81 00,ex,714.89
8411 82 20,ex,714.89
8411 82 60,ex,714.89
8411 82 80,ex,714.89
8411 91 00,-,714.91
8411 99 00,-,714.99
8412 10 00,-,714.49
8412 21 20,ex,718.91
8412 21 80,ex,718.91
8412 29 20,ex,718.93
8412 29 81,ex,718.93
8412 29 89,ex,718.93
8412 31 00,-,718.92
8412 39 00,ex,718.93
8412 80 10,ex,718.93
8412 80 80,ex,718.93
8412 90 20,ex,718.99
8412 90 40,ex,718.99
8412 90 80,ex,718.99
8413 11 00,-,742.11
8413 19 00,-,742.19
8413 20 00,ex,742.71
8413 30 20,ex,742.20
8413 30 80,ex,742.20
8413 40 00,-,742.30
8413 50 20,ex,742.40
8413 50 40,ex,742.40
8413 50 61,ex,742.40
8413 50 69,ex,742.40
8413 50 80,ex,742.40
8413 60 20,ex,742.50
8413 60 31,ex,742.50
8413 60 39,ex,742.50
8413 60 61,ex,742.50
8413 60 69,ex,742.50
8413 60 70,ex,742.50
8413 60 80,ex,742.50
8413 70 21,ex,742.60
8413 70 29,ex,742.60
8413 70 30,ex,742.60
8413 70 35,ex,742.60
8413 70 45,ex,742.60
8413 70 51,ex,742.60
8413 70 59,ex,742.60
8413 70 65,ex,742.60
8413 70 75,ex,742.60
8413 70 81,ex,742.60
8413 70 89,ex,742.60
8413 81 00,ex,742.71
8413 82 00,-,742.75
8413 91 00,-,742.91
8413 92 00,-,742.95
8414 10 10,ex,743.11
8414 10 20,ex,743.11
8414 10 25,ex,743.11
8414 10 81,ex,743.11
8414 10 89,ex,743.11
8414 20 20,ex,743.13
8414 20 80,ex,743.13
8414 30 20,ex,743.15
8414 30 81,ex,743.15
8414 30 89,ex,743.15
8414 40 10,ex,743.17
8414 40 90,ex,743.17
8414 51 00,-,743.41
8414 59 15,ex,743.43
8414 59 25,ex,743.43
8414 59 35,ex,743.43
8414 59 95,ex,743.43
8414 60 00,-,743.45
8414 80 11,ex,743.19
8414 80 19,ex,743.19
8414 80 22,ex,743.19
8414 80 28,ex,743.19
8414 80 51,ex,743.19
8414 80 59,ex,743.19
8414 80 73,ex,743.19
8414 80 75,ex,743.19
8414 80 78,ex,743.19
8414 80 80,ex,743.19
8414 90 00,-,743.80
8415 10 10,ex,741.51
8415 10 90,ex,741.51
8415 20 00,ex,741.55
8415 81 00,ex,741.55
8415 82 00,ex,741.55
8415 83 00,ex,741.55
8415 90 00,-,741.59
8416 10 10,ex,741.21
8416 10 90,ex,741.21
8416 20 10,ex,741.23
8416 20 20,ex,741.23
8416 20 80,ex,741.23
8416 30 00,-,741.25
8416 90 00,-,741.28
8417 10 00,-,741.36
8417 20 10,ex,741.37
8417 20 90,ex,741.37
8417 80 30,ex,741.38
8417 80 50,ex,741.38
8417 80 70,ex,741.38
8417 90 00,-,741.39
8418 10 20,ex,775.21
8418 10 80,ex,775.21
8418 21 10,ex,775.21
8418 21 51,ex,775.21
8418 21 59,ex,775.21
8418 21 91,ex,775.21
8418 21 99,ex,775.21
8418 29 00,ex,775.21
8418 30 20,ex,775.22
8418 30 80,ex,775.22
8418 40 20,ex,775.22
8418 40 80,ex,775.22
8418 50 11,ex,741.43
8418 50 19,ex,741.43
8418 50 90,ex,741.43
8418 61 00,ex,741.45
8418 69 00,ex,741.45
8418 91 00,ex,741.49
8418 99 10,ex,741.49
8418 99 90,ex,741.49
8419 11 00,-,741.81
8419 19 00,-,741.82
8419 20 00,-,741.83
8419 31 00,-,741.84
8419 32 00,-,741.85
8419 39 00,-,741.86
8419 40 00,-,741.73
8419 50 20,ex,741.74
8419 50 80,ex,741.74
8419 60 00,-,741.75
8419 81 20,ex,741.87
8419 81 80,ex,741.87
8419 89 10,ex,741.89
8419 89 30,ex,741.89
8419 89 98,ex,741.89
8419 90 15,ex,741.90
8419 90 85,ex,741.90
8420 10 10,ex,745.91
8420 10 30,ex,745.91
8420 10 81,ex,745.91
8420 10 89,ex,745.91
8420 91 10,ex,745.93
8420 91 80,ex,745.93
8420 99 00,ex,745.93
8421 11 00,-,743.51
8421 12 00,-,743.55
8421 19 20,ex,743.59
8421 19 70,ex,743.59
8421 21 00,-,743.61
8421 22 00,-,743.62
8421 23 00,-,743.63
8421 29 20,ex,743.67
8421 29 80,ex,743.67
8421 31 00,-,743.64
8421 39 15,ex,743.69
8421 39 25,ex,743.69
8421 39 35,ex,743.69
8421 39 85,ex,743.69
8421 91 00,-,743.91
8421 99 10,ex,743.95
8421 99 90,ex,743.95
8422 11 00,-,775.30
8422 19 00,-,745.21
8422 20 00,-,745.23
8422 30 00,ex,745.27
8422 40 00,ex,745.27
8422 90 10,ex,745.29
8422 90 90,ex,745.29
8423 10 10,ex,745.32
8423 10 90,ex,745.32
8423 20 10,ex,745.31
8423 20 90,ex,745.31
8423 30 10,ex,745.31
8423 30 90,ex,745.31
8423 81 21,ex,745.31
8423 81 23,ex,745.31
8423 81 25,ex,745.31
8423 81 29,ex,745.31
8423 81 80,ex,745.31
8423 82 20,ex,745.31
8423 82 81,ex,745.31
8423 82 89,ex,745.31
8423 89 20,ex,745.31
8423 89 80,ex,745.31
8423 90 10,ex,745.39
8423 90 90,ex,745.39
8424 10 00,-,745.61
8424 20 00,-,745.62
8424 30 01,ex,745.63
8424 30 08,ex,745.63
8424 30 10,ex,745.63
8424 30 90,ex,745.63
8424 41 00,ex,745.64
8424 49 10,ex,745.64
8424 49 90,ex,745.64
8424 82 10,ex,745.64
8424 82 90,ex,745.64
8424 89 40,ex,745.65
8424 89 70,ex,745.65
8424 90 20,ex,745.68
8424 90 80,ex,745.68
8425 11 00,ex,744.21
8425 19 00,ex,744.21
8425 31 00,ex,744.25
8425 39 00,ex,744.25
8425 41 00,-,744.41
8425 42 00,-,744.43
8425 49 00,-,744.49
8426 11 00,-,744.31
8426 12 00,-,744.32
8426 19 00,-,744.33
8426 20 00,-,744.34
8426 30 00,-,744.35
8426 41 00,ex,744.37
8426 49 00,ex,744.37
8426 91 10,ex,744.39
8426 91 90,ex,744.39
8426 99 00,ex,744.39
8427 10 10,ex,744.11
8427 10 90,ex,744.11
8427 20 11,ex,744.12
8427 20 19,ex,744.12
8427 20 90,ex,744.12
8427 90 00,-,744.13
8428 10 20,ex,744.81
8428 10 80,ex,744.81
8428 20 20,ex,744.71
8428 20 80,ex,744.71
8428 31 00,-,744.72
8428 32 00,-,744.73
8428 33 00,-,744.74
8428 39 20,ex,744.79
8428 39 90,ex,744.79
8428 40 00,-,744.85
8428 60 00,ex,744.89
8428 90 71,ex,744.89
8428 90 79,ex,744.89
8428 90 90,ex,744.89
8429 11 00,ex,723.11
8429 19 00,ex,723.11
8429 20 00,-,723.12
8429 30 00,-,723.31
8429 40 10,ex,723.33
8429 40 30,ex,723.33
8429 40 90,ex,723.33
8429 51 10,ex,723.21
8429 51 91,ex,723.21
8429 51 99,ex,723.21
8429 52 10,ex,723.22
8429 52 90,ex,723.22
8429 59 00,-,723.29
8430 10 00,-,723.41
8430 20 00,-,723.42
8430 31 00,-,723.35
8430 39 00,-,723.43
8430 41 00,-,723.37
8430 49 00,-,723.44
8430 50 00,-,723.39
8430 61 00,-,723.45
8430 69 00,-,723.47
8431 10 00,-,744.91
8431 20 00,-,744.92
8431 31 00,-,744.93
8431 39 00,-,744.94
8431 41 00,-,723.91
8431 42 00,-,723.92
8431 43 00,-,723.93
8431 49 20,ex,723.99
8431 49 80,ex,723.99
8432 10 00,-,721.11
8432 21 00,ex,721.13
8432 29 10,ex,721.13
8432 29 30,ex,721.13
8432 29 50,ex,721.13
8432 29 90,ex,721.13
8432 31 00,ex,721.12
8432 39 11,ex,721.12
8432 39 19,ex,721.12
8432 39 90,ex,721.12
8432 41 00,ex,721.12
8432 42 00,ex,721.12
8432 80 00,-,721.18
8432 90 00,-,721.19
8433 11 10,ex,721.21
8433 11 51,ex,721.21
8433 11 59,ex,721.21
8433 11 90,ex,721.21
8433 19 10,ex,721.21
8433 19 51,ex,721.21
8433 19 59,ex,721.21
8433 19 70,ex,721.21
8433 19 90,ex,721.21
8433 20 10,ex,721.23
8433 20 50,ex,721.23
8433 20 90,ex,721.23
8433 30 00,ex,721.23
8433 40 00,ex,721.23
8433 51 00,-,721.22
8433 52 00,ex,721.23
8433 53 10,ex,721.23
8433 53 30,ex,721.23
8433 53 90,ex,721.23
8433 59 11,ex,721.23
8433 59 19,ex,721.23
8433 59 85,ex,721.23
8433 60 00,-,721.26
8433 90 00,-,721.29
8434 10 00,-,721.31
8434 20 00,-,721.38
8434 90 00,-,721.39
8435 10 00,-,721.91
8435 90 00,-,721.98
8436 10 00,ex,721.96
8436 21 00,ex,721.95
8436 29 00,ex,721.95
8436 80 10,ex,721.96
8436 80 90,ex,721.96
8436 91 00,ex,721.99
8436 99 00,ex,721.99
8437 10 00,-,721.27
8437 80 00,-,727.11
8437 90 00,-,727.19
8438 10 10,ex,727.22
8438 10 90,ex,727.22
8438 20 00,ex,727.22
8438 30 00,ex,727.22
8438 40 00,ex,727.22
8438 50 00,ex,727.22
8438 60 00,ex,727.22
8438 80 10,ex,727.22
8438 80 91,ex,727.22
8438 80 99,ex,727.22
8438 90 00,-,727.29
8439 10 00,-,725.11
8439 20 00,ex,725.12
8439 30 00,ex,725.12
8439 91 00,ex,725.91
8439 99 00,ex,725.91
8440 10 10,ex,726.81
8440 10 20,ex,726.81
8440 10 30,ex,726.81
8440 10 40,ex,726.81
8440 10 90,ex,726.81
8440 90 00,-,726.89
8441 10 10,ex,725.21
8441 10 20,ex,725.21
8441 10 30,ex,725.21
8441 10 70,ex,725.21
8441 20 00,-,725.23
8441 30 00,-,725.25
8441 40 00,-,725.27
8441 80 00,-,725.29
8441 90 10,ex,725.99
8441 90 90,ex,725.99
8442 30 00,-,726.31
8442 40 00,-,726.91
8442 50 00,-,726.35
8443 11 00,-,726.51
8443 12 00,-,726.55
8443 13 10,ex,726.59
8443 13 31,ex,726.59
8443 13 35,ex,726.59
8443 13 39,ex,726.59
8443 13 90,ex,726.59
8443 14 00,ex,726.61
8443 15 00,ex,726.61
8443 16 00,-,726.63
8443 17 00,-,726.65
8443 19 20,ex,726.69
8443 19 40,ex,726.69
8443 19 70,ex,726.69
8443 31 00,-,751.94
8443 32 10,ex,751.95
8443 32 80,ex,751.95
8443 39 00,-,751.96
8443 91 10,ex,726.99
8443 91 91,ex,726.99
8443 91 99,ex,726.99
8443 99 10,ex,751.97
8443 99 90,ex,751.97
8444 00 10,ex,724.41
8444 00 90,ex,724.41
8445 11 00,ex,724.42
8445 12 00,ex,724.42
8445 13 00,ex,724.42
8445 19 00,ex,724.42
8445 20 00,ex,724.43
8445 30 00,ex,724.43
8445 40 00,ex,724.43
8445 90 00,-,724.54
8446 10 00,ex,724.51
8446 21 00,ex,724.51
8446 29 00,ex,724.51
8446 30 00,ex,724.51
8447 11 00,ex,724.52
8447 12 00,ex,724.52
8447 20 20,ex,724.52
8447 20 80,ex,724.52
8447 90 00,-,724.53
8448 11 00,ex,724.61
8448 19 00,ex,724.61
8448 20 00,ex,724.49
8448 31 00,ex,724.49
8448 32 00,ex,724.49
8448 33 00,ex,724.49
8448 39 00,ex,724.49
8448 42 00,ex,724.67
8448 49 00,ex,724.67
8448 51 10,ex,724.68
8448 51 90,ex,724.68
8448 59 00,ex,724.68
8449 00 00,-,724.55
8450 11 11,ex,775.11
8450 11 19,ex,775.11
8450 11 90,ex,775.11
8450 12 00,ex,775.11
8450 19 00,ex,775.11
8450 20 00,-,724.71
8450 90 00,-,724.91
8451 10 00,-,724.72
8451 21 00,-,775.12
8451 29 00,-,724.73
8451 30 00,ex,724.74
8451 40 00,ex,724.74
8451 50 00,ex,724.74
8451 80 10,ex,724.74
8451 80 30,ex,724.74
8451 80 80,ex,724.74
8451 90 00,-,724.92
8452 10 11,ex,724.33
8452 10 19,ex,724.33
8452 10 90,ex,724.33
8452 21 00,ex,724.35
8452 29 00,ex,724.35
8452 30 00,ex,724.39
8452 90 00,ex,724.39
8453 10 00,-,724.81
8453 20 00,-,724.83
8453 80 00,-,724.85
8453 90 00,-,724.88
8454 10 00,ex,737.11
8454 20 00,ex,737.11
8454 30 10,ex,737.12
8454 30 90,ex,737.12
8454 90 00,-,737.19
8455 10 00,ex,737.21
8455 21 00,ex,737.21
8455 22 00,ex,737.21
8455 30 10,ex,737.29
8455 30 31,ex,737.29
8455 30 39,ex,737.29
8455 30 90,ex,737.29
8455 90 00,ex,737.29
8456 11 10,ex,731.11
8456 11 90,ex,731.11
8456 12 10,ex,731.11
8456 12 90,ex,731.11
8456 20 00,-,731.12
8456 30 11,ex,731.13
8456 30 19,ex,731.13
8456 30 90,ex,731.13
8456 40 00,ex,731.14
8456 50 00,ex,731.14
8456 90 00,ex,731.14
8457 10 10,ex,731.21
8457 10 90,ex,731.21
8457 20 00,-,731.22
8457 30 10,ex,731.23
8457 30 90,ex,731.23
8458 11 20,ex,731.31
8458 11 41,ex,731.31
8458 11 49,ex,731.31
8458 11 80,ex,731.31
8458 19 00,-,731.37
8458 91 20,ex,731.35
8458 91 80,ex,731.35
8458 99 00,-,731.39
8459 10 00,-,731.41
8459 21 00,-,731.42
8459 29 00,-,731.43
8459 31 00,-,731.44
8459 39 00,-,731.45
8459 41 00,ex,731.46
8459 49 00,ex,731.46
8459 51 00,-,731.51
8459 59 00,-,731.52
8459 61 10,ex,731.53
8459 61 90,ex,731.53
8459 69 10,ex,731.54
8459 69 90,ex,731.54
8459 70 00,-,731.57
8460 12 00,-,731.61
8460 19 00,-,731.62
8460 22 00,ex,731.63
8460 23 00,ex,731.63
8460 24 00,ex,731.63
8460 29 10,ex,731.64
8460 29 90,ex,731.64
8460 31 00,-,731.65
8460 39 00,-,731.66
8460 40 10,ex,731.67
8460 40 90,ex,731.67
8460 90 00,-,731.69
8461 20 00,-,731.71
8461 30 10,ex,731.73
8461 30 90,ex,731.73
8461 40 11,ex,731.75
8461 40 19,ex,731.75
8461 40 31,ex,731.75
8461 40 39,ex,731.75
8461 40 71,ex,731.75
8461 40 79,ex,731.75
8461 40 90,ex,731.75
8461 50 11,ex,731.77
8461 50 19,ex,731.77
8461 50 90,ex,731.77
8461 90 00,-,731.79
8462 10 10,ex,733.11
8462 10 90,ex,733.11
8462 21 10,ex,733.12
8462 21 80,ex,733.12
8462 29 10,ex,733.13
8462 29 91,ex,733.13
8462 29 98,ex,733.13
8462 31 00,-,733.14
8462 39 10,ex,733.15
8462 39 91,ex,733.15
8462 39 99,ex,733.15
8462 41 10,ex,733.16
8462 41 90,ex,733.16
8462 49 10,ex,733.17
8462 49 90,ex,733.17
8462 91 20,ex,733.18
8462 91 80,ex,733.18
8462 99 20,ex,733.18
8462 99 80,ex,733.18
8463 10 10,ex,733.91
8463 10 90,ex,733.91
8463 20 00,-,733.93
8463 30 00,-,733.95
8463 90 00,-,733.99
8464 10 00,ex,728.11
8464 20 11,ex,728.11
8464 20 19,ex,728.11
8464 20 80,ex,728.11
8464 90 00,ex,728.11
8465 10 10,ex,728.12
8465 10 90,ex,728.12
8465 20 00,ex,728.12
8465 91 10,ex,728.12
8465 91 20,ex,728.12
8465 91 90,ex,728.12
8465 92 00,ex,728.12
8465 93 00,ex,728.12
8465 94 00,ex,728.12
8465 95 00,ex,728.12
8465 96 00,ex,728.12
8465 99 00,ex,728.12
8466 10 20,ex,735.11
8466 10 31,ex,735.11
8466 10 38,ex,735.11
8466 10 80,ex,735.11
8466 20 20,ex,735.13
8466 20 91,ex,735.13
8466 20 98,ex,735.13
8466 30 00,-,735.15
8466 91 20,ex,728.19
8466 91 95,ex,728.19
8466 92 20,ex,728.19
8466 92 80,ex,728.19
8466 93 40,ex,735.91
8466 93 50,ex,728.55
8466 93 60,ex,735.91
8466 94 00,-,735.95
8467 11 10,ex,745.11
8467 11 90,ex,745.11
8467 19 00,ex,745.11
8467 21 10,ex,778.41
8467 21 91,ex,778.41
8467 21 99,ex,778.41
8467 22 10,ex,778.43
8467 22 30,ex,778.43
8467 22 90,ex,778.43
8467 29 20,ex,778.45
8467 29 51,ex,778.45
8467 29 53,ex,778.45
8467 29 59,ex,778.45
8467 29 70,ex,778.45
8467 29 80,ex,778.45
8467 29 85,ex,778.45
8467 81 00,ex,745.12
8467 89 00,ex,745.12
8467 91 00,ex,745.19
8467 92 00,ex,745.19
8467 99 00,ex,745.19
8468 10 00,-,737.41
8468 20 00,-,737.42
8468 80 00,-,737.43
8468 90 00,-,737.49
8470 10 00,-,751.21
8470 21 00,ex,751.22
8470 29 00,ex,751.22
8470 30 00,ex,751.22
8470 50 00,-,751.24
8470 90 00,-,751.28
8471 30 00,-,752.20
8471 41 00,ex,752.30
8471 49 00,ex,752.30
8471 50 00,ex,752.30
8471 60 60,ex,752.60
8471 60 70,ex,752.60
8471 70 20,ex,752.70
8471 70 30,ex,752.70
8471 70 50,ex,752.70
8471 70 70,ex,752.70
8471 70 80,ex,752.70
8471 70 98,ex,752.70
8471 80 00,-,752.80
8471 90 00,-,752.90
8472 10 00,-,751.91
8472 30 00,-,751.93
8472 90 10,ex,751.99
8472 90 30,ex,751.99
8472 90 40,-,751.10
8472 90 90,ex,751.99
8473 21 10,ex,759.95
8473 21 90,ex,759.95
8473 29 10,ex,759.95
8473 29 90,ex,759.95
8473 30 20,ex,759.97
8473 30 80,ex,759.97
8473 40 10,ex,759.93
8473 40 80,ex,759.93
8473 50 20,ex,759.80
8473 50 80,ex,759.80
8474 10 00,-,728.31
8474 20 00,-,728.32
8474 31 00,ex,728.33
8474 32 00,ex,728.33
8474 39 00,ex,728.33
8474 80 10,ex,728.34
8474 80 90,ex,728.34
8474 90 10,ex,728.39
8474 90 90,ex,728.39
8475 10 00,ex,728.41
8475 21 00,ex,728.41
8475 29 00,ex,728.41
8475 90 10,ex,728.51
8475 90 90,ex,728.51
8476 21 00,ex,745.95
8476 29 00,ex,745.95
8476 81 00,ex,745.95
8476 89 10,ex,745.95
8476 89 90,ex,745.95
8476 90 10,ex,745.97
8476 90 90,ex,745.97
8477 10 00,ex,728.42
8477 20 00,ex,728.42
8477 30 00,ex,728.42
8477 40 00,ex,728.42
8477 51 00,ex,728.42
8477 59 10,ex,728.42
8477 59 80,ex,728.42
8477 80 11,ex,728.42
8477 80 19,ex,728.42
8477 80 91,ex,728.42
8477 80 93,ex,728.42
8477 80 95,ex,728.42
8477 80 99,ex,728.42
8477 90 10,ex,728.52
8477 90 80,ex,728.52
8478 10 00,-,728.43
8478 90 00,-,728.53
8479 10 00,-,723.48
8479 20 00,-,727.21
8479 30 10,ex,728.44
8479 30 90,ex,728.44
8479 40 00,ex,728.49
8479 50 00,ex,728.49
8479 60 00,ex,728.49
8479 71 00,ex,728.49
8479 79 00,ex,728.49
8479 81 00,-,728.46
8479 82 00,ex,728.49
8479 89 30,ex,728.49
8479 89 60,ex,728.49
8479 89 70,ex,728.49
8479 89 97,ex,728.49
8479 90 15,ex,728.55
8479 90 20,ex,728.55
8479 90 70,ex,728.55
8480 10 00,-,749.11
8480 20 00,-,749.12
8480 30 10,ex,749.13
8480 30 90,ex,749.13
8480 41 00,-,749.14
8480 49 00,-,749.15
8480 50 00,-,749.16
8480 60 00,-,749.17
8480 71 00,-,749.18
8480 79 00,-,749.19
8481 10 05,ex,747.10
8481 10 19,ex,747.10
8481 10 99,ex,747.10
8481 20 10,ex,747.20
8481 20 90,ex,747.20
8481 30 91,ex,747.30
8481 30 99,ex,747.30
8481 40 10,ex,747.40
8481 40 90,ex,747.40
8481 80 11,ex,747.80
8481 80 19,ex,747.80
8481 80 31,ex,747.80
8481 80 39,ex,747.80
8481 80 40,ex,747.80
8481 80 51,ex,747.80
8481 80 59,ex,747.80
8481 80 61,ex,747.80
8481 80 63,ex,747.80
8481 80 69,ex,747.80
